34.275,10.7
34.275,11.7
34.275,12.7
34.275,13.7
35.25,9.7
35.25,10.7
35.25,11.7
35.25,12.7
35.25,13.7
36.225,9.7
36.225,10.7
36.225,11.7
36.225,12.7
36.225,13.7
30.375,9.7
30.375,10.7
30.375,11.7
30.375,12.7
30.375,13.7
31.35,9.7
31.35,10.7
31.35,11.7
31.35,12.7
31.35,13.7
32.325,9.7
32.325,10.7
32.325,11.7
32.325,12.7
32.325,13.7
26.475,9.7
26.475,10.7
26.475,11.7
26.475,12.7
26.475,13.7
27.45,9.7
27.45,10.7
27.45,11.7
27.45,12.7
27.45,13.7
28.425,9.7
28.425,10.7
28.425,11.7
28.425,12.7
28.425,13.7
22.575,9.7
22.575,10.7
22.575,11.7
22.575,12.7
22.575,13.7
23.55,9.7
23.55,10.7
23.55,11.7
23.55,12.7
23.55,13.7
24.525,9.7
24.525,10.7
24.525,11.7
24.525,12.7
24.525,13.7
18.675,9.7
18.675,10.7
18.675,11.7
18.675,12.7
18.675,13.7
19.65,9.7
19.65,10.7
19.65,11.7
19.65,12.7
19.65,13.7
20.625,9.7
20.625,10.7
20.625,11.7
20.625,12.7
20.625,13.7
14.775,9.7
14.775,10.7
14.775,11.7
14.775,12.7
14.775,13.7
15.75,9.7
15.75,10.7
15.75,11.7
15.75,12.7
15.75,13.7
16.725,9.7
16.725,10.7
16.725,11.7
16.725,12.7
16.725,13.7
10.875,9.7
10.875,10.7
10.875,11.7
10.875,12.7
10.875,13.7
11.85,9.7
11.85,10.7
11.85,11.7
11.85,12.7
11.85,13.7
12.825,9.7
12.825,10.7
12.825,11.7
12.825,12.7
12.825,13.7
6.975,9.7
6.975,10.7
6.975,11.7
6.975,12.7
6.975,13.7
7.95,9.7
7.95,10.7
7.95,11.7
7.95,12.7
7.95,13.7
8.925,9.7
8.925,10.7
8.925,11.7
8.925,12.7
8.925,13.7
1,9.7
1,10.7
1,11.7
1,12.7
1,13.7
2,9.7
2,10.7
2,11.7
2,12.7
2,13.7
3,9.7
3,10.7
3,11.7
3,12.7
3,13.7
4,9.7
4,10.7
4,11.7
4,12.7
4,13.7
5,9.7
5,10.7
5,11.7
5,12.7
5,13.7
49.875,1
49.875,2
49.875,3
49.875,4
49.875,5
50.85,1
50.85,2
50.85,3
50.85,4
50.85,5
51.825,1
51.825,2
51.825,3
51.825,4
51.825,5
45.975,1
45.975,2
45.975,3
45.975,4
45.975,5
46.95,1
46.95,2
46.95,3
46.95,4
46.95,5
47.925,1
47.925,2
47.925,3
47.925,4
47.925,5
42.075,1
42.075,2
42.075,3
42.075,4
42.075,5
43.05,1
43.05,2
43.05,3
43.05,4
43.05,5
44.025,1
44.025,2
44.025,3
44.025,4
44.025,5
38.175,1
38.175,2
38.175,3
38.175,4
38.175,5
39.15,1
39.15,2
39.15,3
39.15,4
39.15,5
40.125,1
40.125,2
40.125,3
40.125,4
40.125,5
34.275,1
34.275,2
34.275,3
34.275,4
34.275,5
35.25,1
35.25,2
35.25,3
35.25,4
35.25,5
36.225,1
36.225,2
36.225,3
36.225,4
36.225,5
30.375,1
30.375,2
30.375,3
30.375,4
30.375,5
31.35,1
31.35,2
31.35,3
31.35,4
31.35,5
32.325,1
32.325,2
32.325,3
32.325,4
32.325,5
26.475,1
26.475,2
26.475,3
26.475,4
26.475,5
27.45,1
27.45,2
27.45,3
27.45,4
27.45,5
28.425,1
28.425,2
28.425,3
28.425,4
28.425,5
22.575,1
22.575,2
22.575,3
22.575,4
22.575,5
23.55,1
23.55,2
23.55,3
23.55,4
23.55,5
24.525,1
24.525,2
24.525,3
24.525,4
24.525,5
18.675,1
18.675,2
18.675,3
18.675,4
18.675,5
19.65,1
19.65,2
19.65,3
19.65,4
19.65,5
20.625,1
20.625,2
20.625,3
20.625,4
20.625,5
14.775,1
14.775,2
14.775,3
14.775,4
14.775,5
15.75,1
15.75,2
15.75,3
15.75,4
15.75,5
16.725,1
16.725,2
16.725,3
16.725,4
16.725,5
10.875,1
10.875,2
10.875,3
10.875,4
10.875,5
11.85,1
11.85,2
11.85,3
11.85,4
11.85,5
12.825,1
12.825,2
12.825,3
12.825,4
12.825,5
6.975,1
6.975,2
6.975,3
6.975,4
6.975,5
7.95,1
7.95,2
7.95,3
7.95,4
7.95,5
8.925,1
8.925,2
8.925,3
8.925,4
8.925,5
1,1
1,2
1,3
1,4
1,5
2,1
2,2
2,3
2,4
2,5
3,1
3,2
3,3
3,4
3,5
4,1
4,2
4,3
4,4
4,5
5,1
5,2
5,3
5,4
5,5
